sale_price,bedrooms,bathrooms,flat_area_sqft,lot_area_sqft,floors,times_visited,overall_grade,house_area_from_basement_sqft,basement_area_sqft,house_age_years,latitude,longitude,living_area_after_renovation_sqft,lot_area_after_renovation_sqft,years_since_renovation,Condition_of_the_House_Excellent,Condition_of_the_House_Fair,Condition_of_the_House_Good,Condition_of_the_House_Okay,Ever_Renovated_Yes,Waterfront_View_Yes,Zipcode_Group_Zipcode_Group_1,Zipcode_Group_Zipcode_Group_2,Zipcode_Group_Zipcode_Group_3,Zipcode_Group_Zipcode_Group_4,Zipcode_Group_Zipcode_Group_5,Zipcode_Group_Zipcode_Group_6,Zipcode_Group_Zipcode_Group_7,Zipcode_Group_Zipcode_Group_8,Zipcode_Group_Zipcode_Group_9,price_per_sqft,house_age_group,renovation_status
438000.0,3,1.75,1520.0,6380.0,1.0,0,7,790.0,730,70,47.695,-122.304,1520.0,6235,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,288.1578947368421,Very Old (60+),Not Renovated
687500.0,4,1.75,2330.0,5000.0,1.5,0,7,1510.0,820,89,47.6823,-122.368,1460.0,5000,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,295.06437768240346,Very Old (60+),Not Renovated
322500.0,4,2.75,2060.0,6659.0,1.0,0,7,1280.0,780,37,47.4276,-122.157,2020.0,8720,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,156.55339805825244,Old (30-60),Not Renovated
696000.0,3,2.5,2300.0,3060.0,1.5,0,8,1510.0,790,88,47.6827,-122.31,1590.0,3264,15,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,302.60869565217394,Very Old (60+),Renovated
550000.0,4,1.0,1660.0,34848.0,1.0,0,5,930.0,730,85,47.6621,-122.132,2160.0,11467,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,331.32530120481925,Very Old (60+),Not Renovated
240000.0,4,1.0,1220.0,8075.0,1.0,0,7,890.0,330,49,47.3341,-122.282,1290.0,7800,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,196.72131147540983,Old (30-60),Not Renovated
775000.0,4,2.25,4220.0,24186.0,1.0,0,8,2600.0,1620,34,47.445,-122.347,2410.0,30617,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,183.64928909952607,Old (30-60),Not Renovated
309000.0,3,1.0,1280.0,9656.0,1.0,0,6,920.0,360,59,47.4485,-122.175,1340.0,8808,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,241.40625,Old (30-60),Not Renovated
1129575.0,3,2.5,2753.0,65005.0,1.0,2,9,2165.0,588,65,47.4041,-122.451,2680.0,72513,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,410.3069378859426,Very Old (60+),Not Renovated
345000.0,5,2.5,3150.0,9134.0,1.0,0,8,1640.0,1510,52,47.4934,-122.189,1990.0,9133,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,109.52380952380952,Old (30-60),Not Renovated
600000.0,3,1.75,1410.0,4080.0,1.0,0,7,1000.0,410,68,47.6808,-122.384,1410.0,4080,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,425.531914893617,Very Old (60+),Not Renovated
585000.0,2,1.75,1980.0,8550.0,1.0,0,7,990.0,990,37,47.6989,-122.369,1480.0,6738,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,295.45454545454544,Old (30-60),Not Renovated
920000.0,5,2.25,2730.0,6000.0,1.5,0,8,2130.0,600,91,47.6571,-122.281,2730.0,6000,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,336.996336996337,Very Old (60+),Not Renovated
650000.0,3,2.25,2150.0,21235.0,1.0,3,8,1590.0,560,59,47.4336,-122.339,2570.0,18900,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,302.3255813953488,Old (30-60),Not Renovated
425000.0,3,2.25,1660.0,6000.0,1.0,0,7,1110.0,550,39,47.6113,-122.297,1440.0,4080,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,256.0240963855422,Old (30-60),Not Renovated
317625.0,3,2.75,2770.0,3809.0,1.5,0,7,1770.0,1000,93,47.5747,-122.304,1440.0,4000,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,114.66606498194946,Very Old (60+),Not Renovated
1129575.0,5,2.25,3200.0,20158.0,1.0,0,8,1600.0,1600,53,47.6303,-122.215,3390.0,20158,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,352.9921875,Old (30-60),Not Renovated
1040000.0,5,3.25,4770.0,50094.0,1.0,0,10,3070.0,1700,45,47.6525,-122.16,3530.0,38917,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,218.02935010482182,Old (30-60),Not Renovated
571000.0,4,2.0,2750.0,7807.0,1.5,0,7,2250.0,500,102,47.7168,-122.287,1510.0,7807,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,207.63636363636363,Very Old (60+),Not Renovated
349000.0,3,1.75,1790.0,50529.0,1.0,0,7,1090.0,700,53,47.3511,-122.073,1940.0,50529,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194.97206703910615,Old (30-60),Not Renovated
832500.0,4,4.0,3430.0,35102.0,2.0,0,10,2390.0,1040,32,47.5822,-121.987,3240.0,35020,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,242.71137026239066,Old (30-60),Not Renovated
380000.0,4,1.75,1760.0,7300.0,1.0,0,7,880.0,880,62,47.6034,-122.125,1680.0,7500,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,215.9090909090909,Very Old (60+),Not Renovated
410000.0,3,1.0,1410.0,5060.0,1.0,0,7,910.0,500,62,47.7073,-122.34,1130.0,5693,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,290.78014184397165,Very Old (60+),Not Renovated
355000.0,2,1.0,2020.0,6720.0,1.0,0,7,1010.0,1010,70,47.5474,-122.291,1720.0,6720,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,175.74257425742573,Very Old (60+),Not Renovated
940000.0,3,1.5,2140.0,3600.0,2.0,0,9,1900.0,240,93,47.6337,-122.365,2020.0,4800,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,439.25233644859816,Very Old (60+),Not Renovated
461000.0,3,3.25,2770.0,6278.0,2.0,0,9,1980.0,790,12,47.5228,-122.199,1900.0,7349,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,166.4259927797834,Moderate (10-30),Not Renovated
335000.0,2,1.75,1030.0,1066.0,2.0,0,7,765.0,265,12,47.5394,-122.387,1030.0,1106,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,325.24271844660194,Moderate (10-30),Not Renovated
430000.0,3,1.5,1580.0,5000.0,1.0,0,8,1290.0,290,79,47.687,-122.386,1570.0,4500,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,272.1518987341772,Very Old (60+),Not Renovated
700000.0,3,1.5,1580.0,5000.0,1.0,0,8,1290.0,290,79,47.687,-122.386,1570.0,4500,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,443.0379746835443,Very Old (60+),Not Renovated
905000.0,4,2.5,3300.0,10250.0,1.0,0,7,2390.0,910,72,47.5873,-122.249,1950.0,6045,26,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,274.24242424242425,Very Old (60+),Renovated
314000.0,3,1.75,1810.0,41800.0,1.0,0,7,1210.0,600,38,47.4109,-121.958,1650.0,135036,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,173.48066298342542,Old (30-60),Not Renovated
850830.0,3,2.5,2070.0,13241.0,1.5,0,9,1270.0,800,108,47.6415,-122.315,2200.0,4500,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,411.0289855072464,Very Old (60+),Not Renovated
555000.0,3,2.0,1980.0,3478.0,1.5,0,7,1440.0,540,89,47.6775,-122.372,1610.0,3478,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,280.3030303030303,Very Old (60+),Not Renovated
375000.0,3,2.5,2340.0,10005.0,1.0,0,8,1460.0,880,40,47.4431,-122.133,2250.0,8162,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,160.25641025641025,Old (30-60),Not Renovated
460000.0,3,1.0,1670.0,4005.0,1.5,0,7,1170.0,500,79,47.6878,-122.38,1240.0,4005,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,275.4491017964072,Very Old (60+),Not Renovated
570000.0,3,1.75,1260.0,3328.0,1.0,0,6,700.0,560,113,47.6823,-122.349,1380.0,3536,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,452.3809523809524,Very Old (60+),Not Renovated
272500.0,3,1.75,1540.0,12600.0,1.0,0,7,1160.0,380,38,47.3624,-122.031,1540.0,11656,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,176.94805194805195,Old (30-60),Not Renovated
329950.0,3,1.75,2080.0,5969.0,1.0,2,7,1080.0,1000,47,47.5474,-122.295,2090.0,5500,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,158.62980769230768,Old (30-60),Not Renovated
480000.0,4,2.5,3230.0,16171.0,2.0,3,9,2520.0,710,17,47.3183,-122.253,2640.0,8517,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,148.60681114551085,Moderate (10-30),Not Renovated
740500.0,3,3.5,4380.0,6350.0,2.0,0,8,2780.0,1600,118,47.6981,-122.368,1830.0,6350,18,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,169.06392694063928,Very Old (60+),Renovated
660000.0,3,2.5,2400.0,6474.0,1.0,2,8,1560.0,840,54,47.7728,-122.386,2340.0,10856,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,275.0,Old (30-60),Not Renovated
445000.0,4,1.75,2100.0,4400.0,1.5,0,7,1720.0,380,94,47.5299,-122.266,1850.0,4400,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,211.9047619047619,Very Old (60+),Not Renovated
1129575.0,4,2.75,2750.0,17789.0,1.5,0,8,1980.0,770,104,47.6141,-122.212,3060.0,11275,24,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,410.75454545454545,Very Old (60+),Renovated
445000.0,3,2.25,2100.0,8201.0,1.0,2,8,1620.0,480,51,47.5091,-122.244,2660.0,8712,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,211.9047619047619,Old (30-60),Not Renovated
260000.0,4,2.25,2160.0,8811.0,1.0,0,8,1360.0,800,40,47.3129,-122.39,2090.0,8400,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,120.37037037037037,Old (30-60),Not Renovated
822500.0,5,3.5,2320.0,4960.0,2.0,0,7,1720.0,600,92,47.6763,-122.352,1700.0,4960,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,354.5258620689655,Very Old (60+),Not Renovated
660500.0,4,2.25,2010.0,9603.0,1.0,0,8,1440.0,570,32,47.5343,-122.054,2060.0,9793,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,328.60696517412936,Old (30-60),Not Renovated
784000.0,3,3.5,3950.0,111078.0,1.5,0,9,2460.0,1490,29,47.697,-122.072,2480.0,88500,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,198.48101265822785,Moderate (10-30),Not Renovated
453246.0,3,2.5,2010.0,2287.0,2.0,0,8,1390.0,620,4,47.5517,-121.998,1690.0,1662,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,225.4955223880597,New (0-10),Not Renovated
220000.0,4,1.75,2020.0,7840.0,1.0,0,7,1010.0,1010,50,47.3309,-122.299,1750.0,8140,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,108.91089108910892,Old (30-60),Not Renovated
452000.0,4,2.25,2590.0,10002.0,1.0,0,8,1340.0,1250,50,47.7689,-122.266,1550.0,10436,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,174.51737451737452,Old (30-60),Not Renovated
527700.0,5,2.5,2820.0,9375.0,1.0,0,8,1550.0,1270,50,47.5707,-122.128,2820.0,9375,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,187.12765957446808,Old (30-60),Not Renovated
205000.0,3,1.0,1610.0,8579.0,1.0,0,7,1010.0,600,56,47.4563,-122.171,1610.0,8579,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,127.32919254658385,Old (30-60),Not Renovated
420000.0,3,1.0,1060.0,8097.0,1.0,0,7,940.0,120,95,47.7144,-122.351,1560.0,7940,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,396.22641509433964,Very Old (60+),Not Renovated
500000.0,4,2.25,2030.0,8517.0,1.0,0,8,1380.0,650,57,47.5495,-122.174,2230.0,8824,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,246.30541871921181,Old (30-60),Not Renovated
890000.0,4,1.0,2550.0,4000.0,2.0,0,8,2370.0,180,113,47.6354,-122.353,2200.0,4000,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,349.01960784313724,Very Old (60+),Not Renovated
258000.0,5,2.0,2260.0,12500.0,1.0,0,8,1130.0,1130,58,47.3887,-122.286,1360.0,18000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,114.15929203539822,Old (30-60),Not Renovated
511000.0,3,1.0,1430.0,3455.0,1.0,0,7,980.0,450,71,47.6873,-122.336,1450.0,4599,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,357.34265734265733,Very Old (60+),Not Renovated
1129575.0,4,3.25,5180.0,19850.0,2.0,3,10,3540.0,1640,12,47.562,-122.162,3160.0,9750,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,218.0646718146718,Moderate (10-30),Not Renovated
650000.0,5,3.5,3960.0,25245.0,2.0,0,9,2500.0,1460,22,47.525,-122.172,2640.0,13675,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,164.14141414141415,Moderate (10-30),Not Renovated
320000.0,4,2.75,2640.0,7500.0,1.0,0,8,1620.0,1020,51,47.3135,-122.369,1980.0,7875,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,121.21212121212122,Old (30-60),Not Renovated
255000.0,5,2.25,2060.0,8632.0,1.0,0,7,1030.0,1030,56,47.4877,-122.335,1010.0,11680,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,123.7864077669903,Old (30-60),Not Renovated
441000.0,3,2.75,1910.0,7280.0,1.0,0,7,1160.0,750,39,47.7319,-122.224,1710.0,8152,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,230.89005235602093,Old (30-60),Not Renovated
420000.0,3,2.0,2020.0,38332.0,1.0,0,7,1010.0,1010,43,47.4582,-122.023,2110.0,36590,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,207.92079207920793,Old (30-60),Not Renovated
370000.0,3,1.75,1580.0,7000.0,1.0,0,7,1180.0,400,42,47.7209,-122.168,1640.0,7500,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,234.1772151898734,Old (30-60),Not Renovated
269950.0,2,1.75,1340.0,7250.0,1.0,0,5,700.0,640,69,47.408,-122.327,1830.0,9750,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201.455223880597,Very Old (60+),Not Renovated
272000.0,3,1.75,2160.0,7140.0,1.0,0,7,1670.0,490,40,47.3026,-122.374,1930.0,7350,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,125.92592592592592,Old (30-60),Not Renovated
917500.0,4,2.5,3880.0,35003.0,2.0,0,10,2570.0,1310,34,47.6477,-122.182,3740.0,35230,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,236.46907216494844,Old (30-60),Not Renovated
425000.0,3,2.5,1120.0,1100.0,2.0,0,8,820.0,300,10,47.6106,-122.31,1590.0,1795,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,379.4642857142857,New (0-10),Not Renovated
399950.0,5,2.75,1970.0,5400.0,1.0,0,7,1320.0,650,32,47.5868,-122.308,1280.0,2150,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,203.0203045685279,Old (30-60),Not Renovated
269950.0,3,1.5,1950.0,7560.0,1.0,2,7,1320.0,630,43,47.1976,-121.999,1950.0,8941,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,138.43589743589743,Old (30-60),Not Renovated
330000.0,2,1.0,1350.0,8220.0,1.0,0,7,1060.0,290,69,47.7224,-122.358,1540.0,8280,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,244.44444444444446,Very Old (60+),Not Renovated
470000.0,4,3.0,2380.0,5125.0,1.5,0,7,1680.0,700,93,47.5384,-122.376,1410.0,5375,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,197.47899159663865,Very Old (60+),Not Renovated
835000.0,4,2.75,3130.0,13412.0,2.0,0,9,2140.0,990,25,47.6993,-122.102,2260.0,9984,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,266.77316293929715,Moderate (10-30),Not Renovated
1100000.0,5,3.0,4090.0,12850.0,1.0,2,10,2090.0,2000,32,47.6627,-122.188,2540.0,10270,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,268.9486552567237,Old (30-60),Not Renovated
269000.0,4,1.75,1490.0,10000.0,1.0,0,8,1100.0,390,49,47.3099,-122.379,2190.0,8910,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,180.53691275167785,Old (30-60),Not Renovated
585188.0,3,2.25,2230.0,10026.0,1.0,0,8,1430.0,800,43,47.6647,-122.153,2230.0,9340,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,262.41614349775784,Old (30-60),Not Renovated
305000.0,3,1.75,1650.0,9480.0,1.0,0,7,1220.0,430,41,47.726000000000006,-122.191,1540.0,8400,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,184.84848484848484,Old (30-60),Not Renovated
400000.0,3,2.5,2180.0,7508.0,1.0,0,7,1420.0,760,56,47.7606,-122.336,1900.0,7818,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,183.4862385321101,Old (30-60),Not Renovated
423000.0,4,2.0,1970.0,6480.0,1.5,0,7,1130.0,840,98,47.5511,-122.312,1500.0,6480,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,214.72081218274113,Very Old (60+),Not Renovated
226500.0,3,1.5,1300.0,7370.0,1.0,0,7,900.0,400,42,47.3025,-122.37,1430.0,7500,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,174.23076923076923,Old (30-60),Not Renovated
840000.0,4,1.75,2480.0,11010.0,1.0,0,9,1630.0,850,52,47.5378,-122.219,2770.0,10744,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,338.7096774193548,Old (30-60),Not Renovated
464000.0,6,3.0,2300.0,3404.0,2.0,0,7,1600.0,700,98,47.7067,-122.343,1560.0,1312,23,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,201.7391304347826,Very Old (60+),Renovated
625504.0,3,2.25,1270.0,1566.0,2.0,0,8,1060.0,210,4,47.6647,-122.284,1160.0,1327,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,492.52283464566926,New (0-10),Not Renovated
1129575.0,5,3.0,3300.0,33474.0,1.0,3,9,1870.0,1430,61,47.5673,-122.21,3836.0,20953,25,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,342.29545454545456,Very Old (60+),Renovated
1070000.0,2,2.25,3900.0,14864.0,1.0,3,8,1950.0,1950,71,47.5884,-122.291,2580.0,5184,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,274.35897435897436,Very Old (60+),Not Renovated
279950.0,3,2.0,1750.0,9750.0,1.0,0,7,1350.0,400,57,47.398,-122.299,1900.0,10125,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,159.97142857142856,Old (30-60),Not Renovated
325000.0,3,2.25,2220.0,16020.0,1.0,0,8,1780.0,440,52,47.3758,-122.217,2080.0,9583,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,146.3963963963964,Old (30-60),Not Renovated
264950.0,4,2.25,1720.0,9753.0,1.0,0,7,1120.0,600,40,47.2922,-122.371,1510.0,9753,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,154.0406976744186,Old (30-60),Not Renovated
235000.0,3,1.0,1430.0,15246.0,1.0,0,7,980.0,450,57,47.4075,-122.214,1960.0,13068,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,164.33566433566435,Old (30-60),Not Renovated
655000.0,2,1.75,1450.0,15798.0,2.0,4,7,1230.0,220,103,47.4497,-122.375,2030.0,13193,38,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,451.7241379310345,Very Old (60+),Renovated
315000.0,6,2.75,2940.0,7350.0,1.0,0,8,1780.0,1160,40,47.3103,-122.339,2120.0,8236,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,107.14285714285714,Old (30-60),Not Renovated
475000.0,3,1.5,2480.0,5280.0,1.5,0,7,1620.0,860,71,47.5575,-122.303,2090.0,4800,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,191.53225806451613,Very Old (60+),Not Renovated
416000.0,3,2.0,2220.0,94300.0,1.0,0,7,1640.0,580,42,47.3459,-121.95,2070.0,80100,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,187.38738738738738,Old (30-60),Not Renovated
410000.0,4,1.0,1970.0,4740.0,1.5,0,7,1670.0,300,114,47.6136,-122.303,1510.0,4740,11,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,208.12182741116752,Very Old (60+),Renovated
800000.0,3,3.5,3830.0,221284.0,2.0,0,10,3530.0,300,25,47.7641,-122.023,2920.0,148539,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,208.87728459530027,Moderate (10-30),Not Renovated
472000.0,6,2.5,4410.0,14034.0,1.0,2,9,2350.0,2060,53,47.3376,-122.324,2600.0,13988,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,107.02947845804988,Old (30-60),Not Renovated
480000.0,2,1.0,1030.0,3060.0,1.0,2,7,790.0,240,100,47.6779,-122.353,1390.0,3060,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,466.0194174757282,Very Old (60+),Not Renovated
1129575.0,4,2.5,3650.0,8354.0,1.0,4,9,1830.0,1820,18,47.6338,-122.072,3120.0,18841,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,309.472602739726,Moderate (10-30),Not Renovated
481000.0,3,1.75,1910.0,3000.0,1.0,0,6,770.0,790,100,47.6846,-122.345,1390.0,3000,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,251.8324607329843,Very Old (60+),Not Renovated
260000.0,3,2.0,1810.0,7209.0,1.0,0,7,1240.0,570,40,47.3656,-122.278,1750.0,7209,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,143.646408839779,Old (30-60),Not Renovated
349500.0,3,1.0,1400.0,3538.0,1.0,0,7,800.0,600,65,47.5405,-122.27,1620.0,6331,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,249.64285714285714,Very Old (60+),Not Renovated
385000.0,4,1.75,2360.0,7620.0,1.0,0,7,1180.0,1180,63,47.5278,-122.345,1910.0,7620,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,163.135593220339,Very Old (60+),Not Renovated
315000.0,3,1.75,1580.0,11455.0,1.0,0,7,1200.0,380,44,47.4756,-122.147,1550.0,10650,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,199.36708860759492,Old (30-60),Not Renovated
780000.0,3,1.0,1660.0,4400.0,1.5,0,8,1460.0,200,107,47.6362,-122.302,1660.0,4400,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,469.87951807228916,Very Old (60+),Not Renovated
525000.0,3,2.25,2100.0,40510.0,2.0,0,10,1320.0,780,39,47.6154,-122.047,2380.0,33450,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,250.0,Old (30-60),Not Renovated
272500.0,3,2.5,2070.0,9900.0,1.0,0,8,1420.0,650,39,47.2988,-122.371,2070.0,8250,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,131.6425120772947,Old (30-60),Not Renovated
1129575.0,4,3.25,5050.0,20100.0,1.5,2,10,4750.0,300,36,47.6312,-122.223,3890.0,20060,8,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,223.67821782178217,Old (30-60),Renovated
331000.0,3,1.75,1080.0,1306.0,1.0,0,7,580.0,500,64,47.6601,-122.4,1440.0,2225,14,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,306.48148148148147,Very Old (60+),Renovated
